Time,Red,Bottom orange,Top orange,CO2,All-Fam-Max,All-Fam-Min,Marine-Fam-Max,Marine-Fam-Min,Terrestrial-Fam-Max,Terrestrial-Fam-Min,All-Fam-pcOrig-Max,All-Fam-pcOrig-Min,Marine-Fam-pcOrig-Max,Marine-Fam-pcOrig-Min,Terrestrial-Fam-pcOrig-Max,Terrestrial-Fam-pcOrig-Min,All-Fam-pcExtin-Max,All-Fam-pcExtin-Min,Marine-Fam-pcExtin-Max,Marine-Fam-pcExtin-Min,Terrestrial-Fam-pcExtin-max,Terrestrial-Fam-pcExtin-Min,Sep_ngen,Sep-pcOrig,Sep-pcExtin,allmaxbc,allmaxp,allmaxq,allminbc,allminp,allminq,marmaxbc,marmaxp,marmaxq,marminbc,marminp,marminq,terrmaxbc,terrmaxp,terrmaxq,terrminbc,terrminp,terrminq,Sepbc,sep-p,sep-q,pulsedR,p&f01terrf,p&f02f,cosunaD,cosunaP,cosunaQ
360,0.4344612605,0.2121467616,0.5871852276,-0.2464967493,-0.6100394172,-0.5196470845,-0.400827985,-0.377614131,-0.7284755401,-0.5872185786,-0.03948773672,-0.3000019758,-0.09375209068,-0.2227545734,0.4385584183,0.1065038147,-0.4588506671,-0.3235125642,-0.4525876081,-0.33399741,0.008281735652,0.1269699872,-0.3460223854,-0.1296186192,-0.4660198151,-0.60808071,-0.008984666329,-0.4583918887,-0.5171854922,-0.271799927,-0.3066155413,-0.4018050566,-0.09793468896,-0.4678195554,-0.3774226937,-0.2235162069,-0.33426352,-0.7401901237,0.6608316023,0.07560706796,-0.5974325719,0.2103066898,0.2122441437,-0.3838010604,0.01009088334,-0.4989258831,0.1407922534,0.8265812403,-0.05827499199,1.668050085,0.2396003329,-0.7911889817
350,-0.0484798963,-0.2700134954,0.1444443219,-0.5310367521,-0.6100394172,-0.5196470845,-0.400827985,-0.377614131,-0.7284755401,-0.5872185786,-0.03948773672,-0.3000019758,-0.09375209068,-0.2227545734,0.4385584183,0.1065038147,-0.4588506671,-0.3235125642,-0.4525876081,-0.33399741,0.008281735652,0.1269699872,-0.3460223854,-0.1296186192,-0.4660198151,-0.60808071,-0.008984666329,-0.4583918887,-0.5171854922,-0.271799927,-0.3066155413,-0.4018050566,-0.09793468896,-0.4678195554,-0.3774226937,-0.2235162069,-0.33426352,-0.7401901237,0.6608316023,0.07560706796,-0.5974325719,0.2103066898,0.2122441437,-0.3838010604,0.01009088334,-0.4989258831,0.1407922534,0.8265812403,-0.05827499199,1.264176068,-1.100977583,-0.6435266219
340,-0.6486397804,-0.8814125841,-0.4057579688,-0.7890571968,-0.5017461981,-0.420688149,-0.1832998146,-0.1972741049,-0.7077996861,-0.5559333106,-0.3570495617,-0.4260389767,-0.3219644167,-0.3461209353,-0.0669882385,-0.01333386884,-0.4503442884,-0.4748336566,-0.4350304845,-0.4949141005,0.06746878918,0.1116419106,-0.04004391056,-0.3613663831,-0.3854466631,-0.5084796899,-0.350299587,-0.4496818635,-0.4272137298,-0.4096949284,-0.4837765729,-0.1919756419,-0.3092296831,-0.4171694632,-0.2042865956,-0.336073167,-0.4856210686,-0.7283627029,-0.2173962872,-0.109790886,-0.5754807561,-0.009642122566,0.0809891144,-0.2042655992,-0.3367117224,-0.3342052037,0.2563232646,0.8265812403,0.4828499337,0.2728489349,-0.650177604,0.6931329894
330,-1.000295963,-1.224392561,-0.7281421234,-0.9524100888,-0.5165134553,-0.4138633948,-0.2694902217,-0.2434075999,-0.6959849124,-0.5434192033,-0.4944294138,-0.5313918814,-0.5664600005,-0.5789132602,0.295190538,0.2026889401,-0.1706577077,-0.1380455734,-0.09335429474,-0.08903469672,-0.3977599323,-0.2802380564,-0.4089710821,-0.4749906769,-0.138120628,-0.5182765115,-0.5804397178,-0.2448366679,-0.4170282472,-0.6222458373,-0.2133393932,-0.2807496251,-0.6543896905,-0.1946915937,-0.2578763402,-0.6833920659,-0.2084736904,-0.7017510059,0.3799697048,-0.3912134544,-0.5472569929,0.4239316797,-0.162748655,-0.3705348933,-0.5807604264,-0.09659585212,-0.5591276502,0.8265812403,0.4828499337,0.1443435658,2.734942708,-0.1903528657
320,-1.422283381,-1.612109056,-1.544848649,-1.005085707,-0.3573552394,-0.3865643781,-0.3474720187,-0.3440624982,-0.3828934092,-0.4307922383,0.2569222915,-0.4680513103,-0.5543709151,-0.6649612976,1.344593737,0.5202340115,-0.5463560997,-0.4596129613,-0.5053398875,-0.4914403176,-0.3786955733,-0.2397719339,-0.5555857679,-0.4847121119,-0.6650411317,-0.353363347,0.3482478008,-0.5142407441,-0.3813790583,-0.4796704721,-0.4721364367,-0.3251366166,-0.5546036208,-0.4912579805,-0.319710661,-0.6665938457,-0.4807808225,-0.3942380636,2.818580112,-0.02149677859,-0.4406338876,1.117575479,-0.03974413685,-0.4740109966,-0.5149972246,-0.6827746521,-1.007384937,2.339706855,-0.7076249028,0.7868704111,1.776212112,0.9162041342
310,-1.820827054,-1.970001206,-1.910217357,-1.01836129,-0.2359355696,-0.2603064258,-0.2530730013,-0.2559894622,-0.2647456721,-0.3025226393,0.1261657293,0.2176014258,-0.2068097106,-0.2397791313,0.3256553954,0.6778107952,0.344923356,0.5050086695,0.05082448103,0.03497203299,0.7305875031,1.467681483,-0.4408438399,-0.2390651061,-0.2583560426,-0.2815199882,-0.1586448769,0.04407300424,-0.3066855198,-0.07958707047,0.1921472931,-0.2646089008,-0.3034371573,-0.05349761199,-0.2661209163,-0.3449709754,-0.07986737142,-0.3380578146,0.001694664272,0.3346492799,-0.3779144139,0.6367595377,1.568399514,-0.3899919384,-0.3230246846,-0.3310530485,-0.5073731431,2.339706855,0.4467749386,-0.05759344271,-1.238383819,0.5039650734
300,-1.811449556,-1.885498892,-1.901620446,-1.019009265,-0.3737633029,-0.3985076979,-0.4377667309,-0.423747626,-0.3533564749,-0.4057640239,-0.8152672747,-0.9406363851,-0.8034924245,-0.831135787,-0.295540044,-0.2546132935,-0.5988121016,-0.4964164414,-0.6875456131,-0.6360456853,-0.1479292881,0.2154483623,-0.5197289154,-0.6310759493,-0.5667423759,-0.3566289542,-0.8021394871,-0.5673075179,-0.3796814779,-0.9293467372,-0.4705031043,-0.3977698756,-0.7656543082,-0.6343533792,-0.3815449817,-0.7938836543,-0.5824234606,-0.3557989458,-0.3053965765,-0.138290766,-0.4061381771,-0.2468179864,0.3472563681,-0.4262527951,-0.6326245013,-0.4929467414,-0.3218177087,2.339706855,0.735374899,-0.296246271,0.3181336866,-0.07193645794
290,-1.74111832,-1.746318612,-1.837143616,-1.00695061,-0.3458695949,-0.3976546036,-0.4459753411,-0.423747626,-0.3046205334,-0.4120210775,-0.1527246288,-0.7176203177,-0.6430036482,-0.7251640822,0.5393997112,-0.0402528715,0.2277243607,-0.1237912715,-0.4490276383,-0.39959252,1.594903292,0.8095174516,-0.5492112164,-0.5481022959,-0.6100281045,-0.3288712929,-0.08137963947,0.2965035526,-0.3788326877,-0.6983253953,-0.06827390665,-0.4078578282,-0.6180602431,-0.4101638626,-0.3836061257,-0.6964593227,-0.3526525019,-0.302575552,1.040060199,2.587926766,-0.4092741507,0.004199901016,1.302639188,-0.4457098402,-0.5587399871,-0.5705898374,-0.5233517721,1.110292293,0.3024749584,-0.6083307387,-1.19021666,-0.5497781439
280,-1.703608327,-1.641933402,-1.802755972,-1.018155835,-0.3032086299,-0.4462809771,-0.3967236799,-0.4740750752,-0.270653059,-0.4558204528,-0.9399702923,-1.010847798,-0.7439105037,-0.7719199333,-0.6085566472,-0.6523029145,-0.6686746747,-0.6109340536,-0.5449850054,-0.5759663244,-0.5784336413,-0.4954914165,-0.525306648,-0.6263960023,-0.770660268,-0.2847855955,-0.9001714767,-0.6104688164,-0.4255161493,-0.971307806,-0.5555967248,-0.3654884271,-0.722486244,-0.5118775956,-0.4392570144,-0.7523842273,-0.5417120491,-0.2582227238,-0.6030108001,-0.524762122,-0.4437698613,-0.7337484952,-0.4370885258,-0.3926451718,-0.5719274442,-0.6641929689,0.03909234673,-0.119122269,-0.02219999695,-0.6083307387,-1.19021666,-0.5497781439
270,-0.9487197225,-0.7969102711,-1.110704654,-0.9888863345,-0.3032086299,-0.4462809771,-0.3967236799,-0.4740750752,-0.270653059,-0.4558204528,-0.9399702923,-1.010847798,-0.7439105037,-0.7719199333,-0.6085566472,-0.6523029145,-0.6686746747,-0.6109340536,-0.5449850054,-0.5759663244,-0.5784336413,-0.4954914165,-0.525306648,-0.6263960023,-0.770660268,-0.2847855955,-0.9001714767,-0.6104688164,-0.4255161493,-0.971307806,-0.5555967248,-0.3654884271,-0.722486244,-0.5118775956,-0.4392570144,-0.7523842273,-0.5417120491,-0.2582227238,-0.6030108001,-0.524762122,-0.4437698613,-0.7337484952,-0.4370885258,-0.3926451718,-0.5719274442,-0.6641929689,0.03909234673,-0.119122269,-0.02219999695,-0.4063937302,0.02967091292,-0.4467844121
